Сортировка;Код;Наименование;Загол-ок (title);Подробное описание;Краткое описание;Цена;Старая цена;Cклад;Продано;META Keywords;META Description;Стоимость доставки;Ограничение на минимальный заказ товара (штук);Файл;Производитель;Страна производителя;Кожух;Способ пуска;Модель двигателя;Тип двигателя;Топливо;Частота вращения двигателя, об/мин;Способ охлаждения;Уровень шума, дБ;Габаритные размеры, мм (ДхШхВ);Вес, кг
0;20153;Бензиновый генератор KIPOR KGE 6500 Х;Бензиновый генератор KIPOR KGE 6500 Х;<br />;"Если Вы решили <a href=""/page_30.html"">купить бензогенератор</a> KIPOR KGE6500Х, значит Вы сделали правильный выбор!<br /> Мощности этого агрегата вполне хватит, чтобы обеспечить электричеством небольшой строительный объект или жилой дом. Автоматическая регулировка выходного напряжения, дополненная системой защиты от перегрузок, делает эту электростанцию безопасной для Ваших электроприборов. Большой объем топливного бака позволяет генератору непрерывно работать в течение 16 часов.<br /> <br />";25520;0;0;0;Бензогенератор KIPOR KGE6500Х, KIPOR KGE6500Х, kipor 6500, kge 6500 x, kge 6500;Купить бензогенератор KIPOR KGE6500Х дешево!;0;1;;{KIPOR};Китай;{без кожуха};{ручной};технология Honda,1 цилиндр,4-такт.;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74 Дб/7м;675х520х540;70
0;20156;Бензиновый генератор KIPOR KGE12E;Бензиновый генератор KIPOR KGE12E;<br />;<br />;57280;0;0;0;Бензогенератор KIPOR KGE12E;Бензогенератор KIPOR KGE12E;0;1;;{KIPOR};Китай;{без кожуха};{электростарт};технология Honda,1 цилиндр,4-такт.;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77 Дб/7м;910х600х620;135
0;20157;Бензиновый генератор KIPOR KGE12E3;Бензиновый генератор KIPOR KGE12E3;<br />;<br />;58200;0;0;1;Бензогенератор KIPOR KGE12E3;Бензогенератор KIPOR KGE12E3;0;1;;{KIPOR};Китай;{без кожуха};{электростарт};технология Honda ,1 цилиндр,4-такт.;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77 Дб/7м;910х600х620;135
0;20151;Бензиновый генератор KIPOR KGE2500X;Бензиновый генератор KIPOR KGE2500X;<br />;"Электростанция с бензиновым двигателем Кипор KGE 2500 X - превосходный источник резервного питания. Вырабатываемой им мощности достаточно для одновременной работы нескольких необходимых в быту&nbsp; электроприборов. Это китайский <a href=""/page_30.html"">бензогенератор</a>, однако он оснащен японским двигателем Honda KG200.<br /> Электронная система зажигания, низкий уровень шума, экономичный двигатель - все это kipor 2500 x.<br />";12850;0;0;0;Бензогенератор KIPOR KGE2500X, KIPOR KGE2500X, kipor 2500, KGE 2500 X, KGE 2500, кипор 2500;Купить бензогенератор KIPOR KGE2500X недорого;0;1;;{KIPOR};Китай;{без кожуха};{ручной};Kipor;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};66;590x430x430;39
0;20154;Бензиновый генератор KIPOR KGE6500E;Бензиновый генератор KIPOR KGE6500E;<br />;"Все достижения современных технологий, применяемые в производстве <a href=""/page_29.html"">бензиновых генераторов</a> Кипор, используются и в модели KGE 6500E.<br /> Выходное напряжение стабилизируется, благодаря автоматическому регулятору. В случае нехватки масла или превышения нагрузки генератор отключится, благодаря специальной системе безопасности.<br /> <br />";28365;0;0;0;Бензогенератор KIPOR KGE6500E, KIPOR KGE6500E, кипор 6500 е, kipor 6500 e, KGE 6500 E, KGE6500E;Купить бензогенератор KIPOR KGE6500E недорого.;0;1;;{KIPOR};Китай;{без кожуха};{электростарт};технология Honda,1 цилиндр,4-такт.;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74 Дб/7м;675х520х540;74
0;20155;Бензиновый генератор KIPOR KGE6500E3;Бензиновый генератор KIPOR KGE6500E3;<br />;"<a href=""/page_30.html"">Трехфазный бензогенератор</a> KIPOR KGE 6500E3 в первую очередь необходим там, где применяется трехфазное электрооборудование, например, строительно-монтажные инструменты. Однако так же этот агрегат отлично послужит и в роли резервного источника питания, так как на него возможна установка системы автоматического запуска, которая сама запустит генератор в случае необходимости (перепада напряжения в сети или полного отключения питания).<br />";29150;0;0;0;Бензогенератор KIPOR KGE6500E3, KIPOR KGE6500E3, KGE6500E3, KGE 6500 E3, KIPOR KGE 6500 E3;Купить бензогенератор KIPOR KGE6500E3 дешево!;0;1;;{KIPOR};Китай;{без кожуха};{электростарт};технология Honda,1 цилиндр,4-такт.;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74 Дб/7м;675х520х540;90
0;1096;Бензиновый генератор SDMO ALIZE 6000 E;Бензиновый генератор SDMO ALIZE 6000 E;<br />;"Одна из моделей линейки популярных бензогенераторов из серии электрогенерирующих изделий бренда SDMO. Позиционируется на рынке как источник резервного питания для частных домовладений и автономного снабжения электричеством предприятий мобильной торговли.<br /> <a href=""/sdmo.html"">Генератор SDMO</a> ALIZE 6000 E создан на базе японского мотора Honda GX 390. Двигатель - одноцилиндровый, 4-тактный, оборудованный системой электростарта. Клапана размещены сверху мотора, охлаждение &ndash; воздушное. Предполагается использование бензина АИ-92. Емкость топливного бака &ndash; 24 л. При полной заправке и 75%-й нагрузке генератор SDMO ALIZE 6000 E рассчитан на 10 часов работы в автономном режиме. В конструкции агрегата использован 1-фазный синхронный генератор бесщеточного типа с максимальной мощностью 5,6 кВт.<br /> <a href=""/page_44.html"">Электростанция бензиновая</a> снабжена защитным кожухом (так называемый суперкожух), который не только предотвращает попадание влаги и пыли внутрь прибора, но и поглощает значительную часть шумов, производимых установкой при работе.<br /> Устройство характеризуется высокими показателями надежности и низким уровнем шума (67 дБ), что позволяет с успехом использовать его для нужд оперативных служб или в частных домах.";147000;0;0;0;Бензиновая электростанция ALIZE 6000 E;Бензиновая электростанция ALIZE 6000 E;0;1;;{SDMO};Франция;{в кожухе};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};67;780х590х710;130
0;1110;Бензиновый генератор SDMO ALIZE 7500 TE;Бензиновый генератор SDMO ALIZE 7500 TE;<br />;"Одна из моделей линейки популярных генераторов из серии  электрогенерирующих изделий бренда <a href=""/sdmo.html"">SDMO</a>. Позиционируется на рынке как  источник резервного питания для частных домовладений и автономного  снабжения электричеством предприятий мобильной торговли.<br /> <a href=""../../../page_30.html"">Бензогенератор</a> SDMO  ALIZE 7500 TE создан на базе японского мотора Honda GX 390.  Двигатель - одноцилиндровый, 4-тактный, оборудованный системой электростарта. Клапана размещены сверху мотора, охлаждение &ndash; воздушное.  Предполагается использование бензина АИ-92. Емкость топливного бака &ndash; 24  л. При полной заправке и 75%-й нагрузке генератор рассчитан на 12,5  часов работы в автономном режиме. В конструкции агрегата использован  3-фазный синхронный генератор бесщеточного типа с номинальной мощностью 6 кВт (полная мощность - 7 кВт). На передней панели предусмотрены 3  розетки - 2 с напряжением 220В и 1 - 380В.<br /> Электростанция снабжена защитным кожухом (так называемый суперкожух),  который не только предотвращает попадание влаги и пыли внутрь прибора,  но и поглощает значительную часть шумов, производимых установкой при  работе.<br /> Наиболее приятными отличительными чертами это станции являются низкий уровень шума, возможность  длительной автономной работы, наличие электростартера, высокая мощность, промышленная розетка. Все это делает этот агрегат идеальным для  испльзования на малых предприятиях и строительных объектах.";116200;0;0;0;Бензиновая электростанция ALIZE 7500 TE;Бензиновая электростанция ALIZE 7500 TE;0;1;;{SDMO};Франция;{в кожухе};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};67;780х590х710;130
0;950;Бензиновый генератор SDMO HX 2500;Бензиновый генератор SDMO HX 2500;"&nbsp;";"Электростанция HX 2500 &ndash; настоящая &laquo;рабочая лошадка&raquo; от французского производителя SDMO. Предназначена для интенсивной эксплуатации с использованием приборов, требующих большого потребления энергии. С успехом эксплуатируется в строительных компаниях, автономных отопительных системах и т.д. При эффективности в работе имеет компактные размеры и минимальный вес 38 кг, что облегчает оперативную транспортировку генератора на объект. <p>Агрегат оборудован мощным японским двигателем Honda GX 160, использующим бензин АИ-92. Прекрасно работает с отечественными моторными маслами. В системе используется 1-фазный бесщеточный генератор номинальной мощностью 2 кВт (максимальная &ndash; 2,75 кВт). Объем топливного бака составляет 3,6 л. Будучи полностью заправленным, гарантирует больше 3 часов непрерывной автономной работы.</p> <p>Генератор HX 2500 выполнен в открытом виде: комплекс основных узлов смонтирован в жесткой стальной раме, способной существенно поглощать возникающие вибрации (общий уровень шума не превышает 72 дБ). Снабжен датчиком уровня масла и системой защиты от перегрева двигателя.</p> <p>Как и все генераторы фирмы SDMO, характеризуется простой интуитивной системой управления и значительным уровнем автоматизации исполняемых процессов.</p> <a href=""/sdmo.html"">Генератор бензиновый SDMO</a>.";26300;0;0;0;Бензиновая электростанция HX 2500;Бензиновая электростанция HX 2500;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX160;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};72;590x460x430;38
0;980;Бензиновый генератор SDMO HX 3000-C;Бензиновый генератор SDMO HX 3000-C;<br />;"Бензиновый генератор HX 3000 &ndash; настоящая &laquo;рабочая лошадка&raquo; от французского производителя SDMO. Предназначена для интенсивной эксплуатации с использованием приборов, требующих большого потребления энергии. С успехом эксплуатируется в строительных компаниях, автономных отопительных системах и т.д. При эффективности в работе имеет компактные размеры и минимальный вес, что облегчает оперативную транспортировку генератора на объект. <p>Агрегат оборудован мощным японским двигателем Honda GX200, использующим бензин АИ-92. Прекрасно работает с отечественными моторными маслами. В системе используется 1-фазный бесщеточный генератор номинальной мощностью 3 кВт (максимальная &ndash; 3,75 кВт). Объем топливного бака составляет 3,6 л. Будучи полностью заправленным, гарантирует больше 3 часов непрерывной автономной работы.</p> <p><a href=""/page_30.html"">Бензогенератор</a> HX 3000 выполнен в открытом виде: комплекс основных узлов смонтирован в жесткой стальной раме, способной существенно поглощать возникающие вибрации (общий уровень шума не превышает 74 дБ). Снабжен датчиком уровня масла и системой защиты от перегрева двигателя.</p> <p>Как и все генераторы фирмы <a href=""/sdmo.html"">SDMO</a>, характеризуется простой интуитивной системой управления и значительным уровнем автоматизации исполняемых процессов.</p>";28200;0;0;0;Бензиновая электростанция SDMO HX 3000;Бензиновая электростанция SDMO HX 3000;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX200;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74;590х460х430;41
0;1007;Бензиновый генератор SDMO HX 4000-C;Бензиновый генератор SDMO HX 4000-C;<br />;"Электростанция HX 4000 &ndash; настоящая &laquo;рабочая лошадка&raquo; от французского производителя SDMO. Предназначена для интенсивной эксплуатации с использованием приборов, требующих большого потребления энергии. С успехом эксплуатируется в строительных компаниях, автономных отопительных системах и т.д. При эффективности в работе имеет компактные размеры и минимальный вес 56 кг, что облегчает оперативную транспортировку генератора на объект.<br /> Агрегат оборудован мощным японским двигателем Honda GX 270, использующим бензин АИ-92. Прекрасно работает с отечественными моторными маслами. В системе используется <a href=""/"">генератор</a> номинальной мощностью 4 кВт (максимальная &ndash; 5 кВт). Объем топливного бака составляет 6 л. Будучи полностью заправленным, гарантирует больше 3 часов непрерывной автономной работы.<br /> Генератор HX 2500 выполнен в открытом виде: комплекс основных узлов смонтирован в жесткой стальной раме, способной существенно поглощать возникающие вибрации (общий уровень шума не превышает 73 дБ). Снабжен датчиком уровня масла и системой защиты от перегрева двигателя.<br /> Как и все <a href=""/sdmo.html"">генераторы фирмы SDMO</a>, характеризуется простой интуитивной системой управления и значительным уровнем автоматизации исполняемых процессов.";35600;0;0;0;Бензиновая электростанция HX 4000;Бензиновая электростанция HX 4000;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX270;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};73;720х560х490;56
0;1015;Бензиновый генератор SDMO HX 5000 T-C;Бензиновый генератор SDMO HX 5000 T-C;<br />;"<a href=""/page_44.html"">Бензиновая электростанция</a> HX 5000 T &ndash; настоящая &laquo;рабочая лошадка&raquo; от французского производителя SDMO. Предназначена для интенсивной эксплуатации с использованием приборов, требующих большого потребления энергии. С успехом эксплуатируется в строительных компаниях, автономных отопительных системах и т.д. При эффективности в работе имеет компактные размеры и сравнительно небольшой вес 68 кг, что облегчает оперативную транспортировку генератора на объект.<br /> Агрегат оборудован мощным японским двигателем Honda GX 270, использующим бензин АИ-92. Прекрасно работает с отечественными моторными маслами. В системе используется 3-фазный генератор номинальной мощностью 4 кВт (полная мощность &ndash; 5 кВт). Генератор оборудован двумя розетками - 220В и 380В. Будучи полностью заправленным, гарантирует больше 3 часов непрерывной автономной работы.<br /> Генератор HX5000T выполнен в открытом виде: комплекс основных узлов смонтирован в жесткой стальной раме, способной существенно поглощать возникающие вибрации (общий уровень шума не превышает 73 дБ). Снабжен датчиком уровня масла и системой защиты от перегрева двигателя.<br /> Как и все бензиновые<a href=""/sdmo.html""> электростанции SDMO</a>, характеризуется простой интуитивной системой управления и значительным уровнем автоматизации исполняемых процессов.<br />";53000;0;0;0;Бензиновая электростанция HX 5000 T;Бензиновая электростанция HX 5000 T;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX270;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};73;720х560х490;68
0;1102;Бензиновый генератор SDMO HX 6000-C;Бензиновый генератор SDMO HX 6000-C;<br />;"Дешевые дизельные генераторы <a href=""/sdmo.html"">SDMO</a>.";50900;0;0;0;Бензиновая электростанция HX 6000;Бензиновая электростанция HX 6000;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};75;720х560х590;75
0;1105;Бензиновый генератор SDMO HX 7500 T-C;Бензиновый генератор SDMO HX 7500 T-C;<br />;"Дизель генератор <a href=""/sdmo.html"">SDMO</a>.";62200;0;0;0;Бензиновая электростанция HX 7500 T;Бензиновая электростанция HX 7500 T;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};75;720х560х590;76
0;1108;Бензиновый генератор SDMO SH 6000 E;Бензиновый генератор SDMO SH 6000 E;<br />;"Дешевые дизельные генераторы <a href=""/sdmo.html"">SDMO</a>.";76700;0;0;0;Бензиновая электростанция SH 6000 E;Бензиновая электростанция SH 6000 E;0;1;;{SDMO};Франция;{без кожуха};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};75;870х560х750;97
0;1106;Бензиновый генератор SDMO SH 6000-C;Бензиновый генератор SDMO SH 6000-C;<br />;"Электрогенерирующая установка SH 6000 от компании SDMO разумно сочетает высокую мощность (6 кВт) с повышенной длительностью автономной работы. Предназначена для интенсивного пользования, эффективна при автономном применении приборов с высоким энергопотреблением (например &ndash; электроинструментов или нагревателей). <p>В основе устройства &ndash; японский двигатель профессионального уровня HONDA GX390. Мотор предполагает верхнее размещение клапанов и облегченную систему ручного старта. Конструкция синхронного бесщеточного генератора предусматривает систему дополнительного шумопоглощения. Показатель звукового давления при работе аппарата не превышает 77 дБ.</p> <p>Модель SH 6000 оборудована 26-литровым баком. При полной заправке (используется бензин АИ-92), время автономной работы аппарата составляет 10,8 часов. Система содержит стандартную систему отключения по низкому уровню масла и защиту от перегрузок. Для подключения энергопотребителей на генераторе предусмотрены промышленная и бытовая &laquo;розетки&raquo;.</p> <p>Установка может быть опционально оборудована панелью R02/R03 и вилками. Также, при необходимости частых транспортировок генератора массой 77 кг, целесообразно заказать для него тележечный комплект.</p> Дешевые бензиновые <a href=""/sdmo.html"">электростанции SDMO</a>.";57300;0;0;0;Бензиновая электростанция SH 6000;Бензиновая электростанция SH 6000;0;1;;{SDMO};Франция;{без кожуха};{ручной};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};75;870х560х750;90
0;1109;Бензиновый генератор SDMO SH 7500 TE;Бензиновый генератор SDMO SH 7500 TE;<br />;"Дизель генератор <a href=""/sdmo.html"">SDMO</a>.";93000;0;0;0;Бензиновая электростанция SH 7500 TE;Бензиновая электростанция SH 7500 TE;0;1;;{SDMO};Франция;{без кожуха};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};75;870х560х750;97
0;923;Бензиновый генератор ЭНЕРГО ЭА 1000 И;Бензиновый генератор ЭНЕРГО ЭА 1000 И;<br />;"Очень достойный <a href=""/invertornye_generatory.html"">инверторный бензогенератор</a>. Главное его достоинство - мобильность. ЭНЕРГО ЭА 1000 И весит так мало, что Вы запросто можете его взять с собой на природу, где он сможет запитать все необходимые электроприборы. Благодаря низкому расходу топлива, Вам не придется тащить с собой лишние канистры с бензином. А так как уровень шума при работе генератора низок, значит он не помешает Вашему отдыху.<br />";36000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 1000И;Бензиновая электростанция ЭНЕРГО ЭА 1000И;0;1;;{ЭНЕРГО};Япония/Россия;{в кожухе};{ручной};Honda GHX50;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};60;465х345х383;14
0;938;Бензиновый генератор ЭНЕРГО ЭА 2000 И;Бензиновый генератор ЭНЕРГО ЭА 2000 И;<br />;"Если Вам нужна хорошая <a href=""/page_44.html"">бензиновая электростанция</a> небольшой мощности, но тратить большие деньги на японские агрегаты Вы не хотите, тогда электростанция ЭНЕРГО ЭА 2000 И просто создана для Вас. Созданная на основе японского <a href=""/elemax.html"">генератора Elemax</a>, она унаследовала от него все достоинства, а благодаря российской сборке приобрела кое-какие собственные плюсы. Например, она менее прихотлива к качеству топлива, и ее проще завести в сильный мороз.<br />";47000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 2000И;Бензиновая электростанция ЭНЕРГО ЭА 2000И;0;1;;{ЭНЕРГО};Япония/Россия;{в кожухе};{ручной};Honda GHX100;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};60;560х340х415;22
0;963;Бензиновый генератор ЭНЕРГО ЭА 3200;Бензиновый генератор ЭНЕРГО ЭА 3200;<br />;"Отличная российско-японская <a href=""/page_44.html"">бензиновая электростанция</a>. Сочетает в себе мощность, надежность, экономичность. большой бензобак и низкий расход топлива позволяют эксплуатировать станцию в течение длительного времени, большего, нежели у многих аналогичных моделей.<br />";41000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 3200;Бензиновая электростанция ЭНЕРГО ЭА 3200;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX160;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};64;623х435х491;44
0;996;Бензиновый генератор ЭНЕРГО ЭА 3900;Бензиновый генератор ЭНЕРГО ЭА 3900;<br />;"Почему Вам следует <a href=""/page_30.html"">купить бензогенератор</a> Энерго ЭА 3900?<br /> У него есть ряд преимуществ. Давайте их рассмотрим.<br /> Во-первых, он очень компактен, если сравнивать его со многими равными по мощности агрегатами.<br /> Во-вторых, вырабатываемой мощности будет достаточно для одновременного подключения нескольких энергоемких приборов.<br /> В-третьих, его можно без труда переносить, благодаря маленькому весу.<br /> В-четвертых, двигатель и генератор - японской разработки, что говорит о надежности.<br /> Хватит раздумывать, заказывайте!<br /> <br />";46000;0;0;0;генератор ЭНЕРГО ЭА 3900;Бензиновая электростанция ЭНЕРГО ЭА 3900;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX200;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};65;623х435х491;46
0;1011;Бензиновый генератор ЭНЕРГО ЭА 4600;Бензиновый генератор ЭНЕРГО ЭА 4600;"&nbsp;";"Рассматривая <a href=""/page_29.html"">бензиновые генераторы</a>, нельзя не обратить особое внимание на генератор ЭНЕРГО ЭА 4600.<br /> Агрегат отечественного производства, но из японских комплектующих, он сочетает в себе надежность, практичность, современные технологии и накопленный опыт. <br /> Выполненной на жесткой раме, он имеет эффективную систему виброгашения, что позволило снизить шум во время работы. Высокая выходная мощность и продолжительное время автономной работы делают этот генератор отличным основным автономным источником энергии практически для любого объекта.<br />";65000;0;0;0;электростанция ЭНЕРГО ЭА 4600, генератор энерго эа4600;Бензиновая электростанция ЭНЕРГО ЭА 4600;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX240;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};69;708х548х493;63
0;1037;Бензиновый генератор ЭНЕРГО ЭА 5300;Бензиновый генератор ЭНЕРГО ЭА 5300;"&nbsp;";"&nbsp;";69000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 5300;Бензиновая электростанция ЭНЕРГО ЭА 5300;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX270;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};70;708х548х493;68
0;1097;Бензиновый генератор ЭНЕРГО ЭА 6500;Бензиновый генератор ЭНЕРГО ЭА 6500;"&nbsp;";"Если Вы решили <a href=""/page_30.html"">купить бензогенератор</a> Энерго ЭА 6500, значит Вы сделали правильный выбор! Ведь эта покупка прослужит Вам верой и правдой многие годы! Японское качество двигателя Honda и генератора Sawafuji, сочетание мирового опыта производства генераторов с новейшими технологиями, все это уже доказало свою эффективность и завоевало доверие покупателей! А высокая выходная мощность данного агрегата позволит без труда использовать его в качестве основного источника энергии в загородном доме или на строительном объекте.<br /> <br />";74000;0;0;0;бензогенератор ЭНЕРГО ЭА 6500;Бензиновая электростанция ЭНЕРГО ЭА 6500;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX340;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;708х548х493;75
0;1098;Бензиновый генератор ЭНЕРГО ЭА 6500С;Бензиновый генератор ЭНЕРГО ЭА 6500С;"&nbsp;";"&nbsp;";85000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 6500С;Бензиновая электростанция ЭНЕРГО ЭА 6500С;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{электростарт};Honda GX340;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;708х548х493;75
0;947;Бензиновый генератор ЭНЕРГО ЭА 7000 А;Бензиновый генератор ЭНЕРГО ЭА 7000 А;<br />;"<a href=""/page_29.html"">Бензиновые генераторы</a> такого класса, как Энерго ЭА 7000 А, заслуживают особого внимания.<br /> Он замечательно подойдет в качестве основного или резервного источника питания в загородном доме, на строительстве некрупных объектов, или на предприятии, например, в небольшом магазине.<br /> Как и остальные модели этой линейки, генератор оснащен профессиональным двигателем Honda, и обладает всеми достоинствами настоящей японской техники.<br /> Большое внимание было уделено безопасности - защита от перегрузок и система автоматического отключения при низком уровне масла практически исключают возможность поломки агрегата. Так же генератор отвечает всем требованиям экологической безопасности.<br /> <br />";138000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 7000А;Бензиновая электростанция ЭНЕРГО ЭА 7000А;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{автозапуск};HONDA GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};73;679х511х496;78
0;1127;Бензиновый генератор ЭНЕРГО ЭА 7600;Бензиновый генератор ЭНЕРГО ЭА 7600;"&nbsp;";"Наиболее мощный из всей линейки <a href=""/page_29.html"">бензиновых генераторов</a> Энерго, спроектированных на базе японских &quot;сородичей&quot;. Как и остальные модели, ЭА 7600 обладает двигателем Honda, а так же всеми достоинствами японской техники. Помимо этого российские инженеры максимально приспособили эти агрегаты для использования их на территории нашей страны, предусмотрев многочисленные трудности, с которыми встречаются пользователи импортной техники.<br />";80000;0;0;0;ЭНЕРГО ЭА 7600;Бензиновая электростанция ЭНЕРГО ЭА 7600;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{ручной};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};72;708х548х493;78
0;1128;Бензиновый генератор ЭНЕРГО ЭА 7600С;Бензиновый генератор ЭНЕРГО ЭА 7600С;"&nbsp;";"&nbsp;";91000;0;0;0;Бензиновая электростанция ЭНЕРГО ЭА 7600С;Бензиновая электростанция ЭНЕРГО ЭА 7600С;0;1;;{ЭНЕРГО};Япония/Россия;{без кожуха};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};72;708х548х493;78
0;4000;Бензогенератор Europower EPSi1000;Бензиновый генератор Europower EPSi 1000;<br />;"Компактный, легкий и экономичный генератор <a href=""/europower.html"">EuroPower</a>.";34500;0;0;0;Бензогенератор Europower EPSi1000;Бензогенератор Europower EPSi1000;0;1;;{Europower};Бельгия;{в кожухе};{ручной};Honda GXH50;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};54;470х270х380;14
0;3019;Бензогенератор Hyundai HY7000S;Бензогенератор Hyundai HY7000S;<br />;"Генератор Hyundai, дизельная электростанция <a href=""/hyundai.html"">Hyundai</a>.";27000;0;0;0;Бензогенератор Hyundai HY7000S;Бензогенератор Hyundai HY7000S;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;93
0;3020;Бензогенератор Hyundai HY7000SE;Бензогенератор Hyundai HY7000SE;<br />;"Генератор бензиновый <a href=""/hyundai.html"">Hyundai</a>.";35000;0;0;0;Бензогенератор Hyundai HY7000SE;Бензогенератор Hyundai HY7000SE;0;1;;{Hyundai};Корея;{в кожухе};{электростарт};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;93
0;3021;Бензогенератор Hyundai HY7000SE-3;Бензогенератор Hyundai HY7000SE-3;<br />;"Генераторы - электростанции - <a href=""/hyundai.html"">Hyundai</a>.";34000;0;0;0;Бензогенератор Hyundai HY7000SE-3;Бензогенератор Hyundai HY7000SE-3;0;1;;{Hyundai};Корея;{в кожухе};{электростарт};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;94
0;3023;Бензогенератор Hyundai HY7200LE-3;Бензогенератор Hyundai HY7200LE-3;<br />;"Дешевые бензиновые  <a href=""/hyundai.html"">электростанции Hyundai</a>.";28000;0;0;0;Бензогенератор Hyundai HY7200LE-3;Бензогенератор Hyundai HY7200LE-3;0;1;;{Hyundai};Корея;{без кожуха};{электростарт};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
22;10023;Бензогенератор Вепрь АБП 2,2-230 ВБ-БГ;Бензогенератор Вепрь АБП 2,2-230 ВБ-БГ;Высоконадёжный, экономичный двигатель, адаптированный к работе с использованием топлива и масел отечественного производства. Специально для российских условий разработан генератор с электронным регулятором напряжения, который обеспечивает стабильность напряжения во всём диапазоне нагрузок. Данная электростанция с возможностью длительной беспрерывной работы, будет незаменимым помощником в качестве основного или резервного источника электроэнергии в небольших магазинах, на даче, при проведении ремонтно-строительных работ. Словом, везде, где отсутствует электричество или случаются перебои в электросети.;"Здесь  <a href=""/vepr.html"">электростанции Вепрь</a>.";23800;0;0;0;Бензогенератор Вепрь АБП 2,2-230 ВБ-БГ;Бензогенератор Вепрь АБП 2,2-230 ВБ-БГ;0;1;;{Вепрь};Россия;{без кожуха};{ручной};B&S Vanguard;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74;650х410х560;40
